,HotelName,Date,Reputations,Comments,Purposes,companions
202,ストリングスホテル　名古屋,2019年01月,5,"
    家族で泊まりました。ベッドの寝心地が良くぐっすり眠れました。また機会あれば泊まりたいです。",レジャー,家族
203,ストリングスホテル　名古屋,2019年01月,5,"
    コンビニ、スターバックスコーヒーなどが近くにあり良かったです。フロントでの説明もわかりやすく、アメニティも充実しており使いきりタイプの基礎化粧品もありました。化粧用の鏡やシャツタイプのパジャマもあり、ミネラルウォーターも置いてありました。朝食会場で、持ち帰り用のコーヒーサービスはとても良いサービスだと思いました！次回も是非、利用したいです。  ",レジャー,家族
204,ストリングスホテル　名古屋,2018年12月,4,"
    クリスマスの土日に宿泊しました。部屋も綺麗で清潔感もあるのでとても良かったです。クレンジングと化粧水のセットのアメニティがあったので気が効いてて助かりました。ただ、壁が薄いのか隣の人の声が大きいのか静かにすると結構聞こえました。",レジャー,恋人
205,ストリングスホテル　名古屋,2018年11月,4,"
    宿泊側のホテルマンには親切にしてもらいました。部屋に空きがあれば、グレードアップも可能のようでしたが、有料だったので、やめました。基本文句なしです。駅からはちょっと離れてるが、シャトルバスがあるので気にならない。コンビニもすぐ側にあるし、ホテル周りは困る事なし。庭があるホテルだったので、庭はホテル宿泊者でも入れるのかな？と期待していたが、先約(式場利用者)が居ると入れないようでした。入れなかったのは残念ではあるが、ちゃんと利用者側に関係のない一般客が混じらないように配慮してあるのは良いと思った。それのせいか、式側のホテルマンの目が1人だけすごく怖かった。睨みつけるように人の事を見ながら、ずっと後ろを付いてこられたのは、流石に引いた。完全に人の事を見た目で判断しているようでしたね。他にもお客は居てウロウロしている外人も居たのに。最後の最後に嫌な思いをしましたね。配慮は素敵なのにな。",レジャー,友達
206,ストリングスホテル　名古屋,2018年12月,3,"
    喫茶スペースやチャペルが素敵だったのて泊まってみたいと思っていました。チェックインスペースに行くと、ビジネスホテル？と思いました。ビジネスホテルと思って行けば安価ですしいいと思います。ただ、電車の音が結構聞こえるので、気になる方は耳栓があった方がいいと思います。",レジャー,家族
207,ストリングスホテル　名古屋,2018年11月,4,"
    ミネラルウォーターがあるのがありがたい。",ビジネス,一人
208,ストリングスホテル　名古屋,2018年12月,4,"
    ミネラルウォーターのサービスがありがたい。",ビジネス,一人
209,ストリングスホテル　名古屋,2018年11月,2,"
    外観、内装共にきらびやかでクリスマスの飾り付けがされたロビーは見るだけでとてもテンションが上がりました。それだけに接客がとても残念。朝食会場ではスタッフ人数は揃っているのにお皿が切れてることにも気づかない、私が探し物をしてウロウロしていても声も掛けてこない。あくまでマニュアル通りの機械的な仕事といった感じ。ラウンジでお酒を飲んだ時にはラストオーダーまであと15分だったからなのか、めんどくさそうな対応…しかもノーゲストなのにカクテル2杯が出るのに15分。長々とすみませんが、せっかく四つ星ホテルを掲げていらっしゃるならばホスピタリティをもっと追及して欲しいです。もっと安価なビジネスホテルさんの方が心を込めて接客してくれます。若いスタッフさんが多いのは素晴らしいことですが、お客様におもてなしをすることの意義背景をしっかり教育されてないのではと思ってしまいます。もちろん素敵な笑顔で接客して下さった方もお一人いたのですけどもね^^;",その他,恋人
210,ストリングスホテル　名古屋,2018年10月,4,"
    駅からは、若干遠いものの、送迎バスはある。でも、これも、歩く。今回は、目の前のlive会場でのライブが目当てだったので、薄着で、時間直前まで、ホテルロビーで待機出来て最高でした。スタッフの女性の方も好感が持てました。",レジャー,一人
211,ストリングスホテル　名古屋,2018年11月,5,"
    グローバルゲートでバースデーの食事をする為、宿泊することになりました。フロントの説明が足りず、最初は、どうして？なんで？と思うことがありましたが、その後の対応が素晴らしく、気分良く宿泊出来ました。 何かあっても、大事なのは、その後の対応で全て決まるような気がします、結果また泊まりたいね♪と夫婦で話しています。",その他,家族
212,ストリングスホテル　名古屋,2018年11月,2,"
    ビジネスホテルと割り切って利用しましたが、隣の部屋の声が良く聞こえました。しかも明け方に隣の部屋の目覚ましのバイブレーション音が私たちの部屋にも響き渡り、その日は寝不足。壁がすごくすごく薄いのでしょうか。安めではありますが、もう泊まりたくないという印象。",レジャー,家族
213,ストリングスホテル　名古屋,2018年09月,5,"
    台風の影響大幅に到着が遅れ、また予定はなくなりましたがホテルで優雅な時間を過ごすことができました。もっと長い時間を過ごしたかったです。タオルがノリが効きすぎでなくふんわりしてて使いやすかったです。",レジャー,一人
214,ストリングスホテル　名古屋,2018年10月,2,"
    今回2度目の宿泊ですが、はっきり言って不愉快でした。せっかく食事付きのレディースプランを選択したのに、朝食の場所のスタッフの対応が非常に悪いと思った。いくら9時30分近くに入店したからとはいえ、次の準備の為かテーブルセッティングをしだしたり、片付け始めたりと全く落ち着いて食事が出来ません。後はスタッフ同士の私語が多いです。サービス業ですよね？気分転換に来たのに台無しでした。此では駄目ですよ！悲しい気持ちでチェックアウトしました。",その他,一人
215,ストリングスホテル　名古屋,2018年10月,4,"
    個性的で清潔感があり隠れ家的ないいホテル 但し当日は結婚式関係の人があまりに多くて混みすぎ",レジャー,恋人
216,ストリングスホテル　名古屋,2018年10月,4,"
    すぐ近くの施設に用事があり利用。便利でよかった。新しくて部屋もきれい。不満はありませんでした。",レジャー,一人
217,ストリングスホテル　名古屋,2018年09月,4,"
    ９月２９日に宿泊しました。ホテルの目の前にＺｅｐｐ名古屋があったのでライブ前やライブ終了後　すぐに移動できることがとてもありがたかったです。朝食も種類が豊富でよかったです。特にクロワッサンが美味しかったです。",レジャー,家族
218,ストリングスホテル　名古屋,2018年09月,4,"
    朝食の品数がもう少しあったら良かった。他のホテルより品数が少ない。",レジャー,一人
219,ストリングスホテル　名古屋,2018年09月,5,"
    駅から少し歩きましたが、シャトルバスもあるので助かりました！お部屋はとても綺麗で、朝食も名古屋めしの種類は少ないですが、オムレツをその場で作ってもらえるなど美味しかったです！",レジャー,家族
220,ストリングスホテル　名古屋,2018年09月,5,"
    台風の日に、宿泊しました。フロントには、タオルが準備してあり、たいへん 助かりました。朝食は、たいへん 美味しく、部屋に持ち帰り用のコーヒー紙のカップがあり また  レストランの景色が 教会に面していたので、優雅な時間を過ごさせて頂きました。",レジャー,友達
221,ストリングスホテル　名古屋,2018年08月,1,"
    最悪でした。まず受付でパスポート付き朝食付きプランであるにも関わらず、朝食は必要かを訪ねられ、パスポートは購入されますか？と訪ねられ…… どのプランで予約してるのか確認せず接客しているんだなと思いました。パスポート購入した金額で請求され予約時と金額が違うことを指摘してようやくパスポート付き朝食付きなのだときづいたようでした。部屋に入ってトイレをみると便器の中に汚れがついていて、掃除し忘れてるんだなと思いました。もう２度と利用したくありません。",レジャー,家族
222,ストリングスホテル　名古屋,2018年08月,5,"
    ホテル到着時、（当日は大渋滞で予定より遅くなってしまい）隣接する駐車場まで丁寧に案内して頂きましたホテル到着ロビーとフロントのフロアーが異なるのですがフロントでタクシーを頼みましたがロビーに連絡が届いていてました全てにおいていろんな所で対応も良いと思います。",その他,家族
223,ストリングスホテル　名古屋,2018年08月,5,"
    台風の日だったため早めのチェックインをokしていただきましたさすが一流ホテルのサービスまた利用したいです",レジャー,家族
224,ストリングスホテル　名古屋,2018年08月,3,"
    8月16日に利用しました。フロント階だったのか、少し周りの声が大きいように感じました。ベッドは大きいかと思いダブルにしましたが、子供と3人並んで寝るには狭くてツインにすればよかったと後悔しました。食事はおいしかったですが、テーブルが密集していて、みなさん食べてるところを行き来しづらかったです。名古屋駅までシャトルバスはとても助かりました！一人なら泊まりやすいホテルでした。",レジャー,家族
225,ストリングスホテル　名古屋,2018年08月,5,"
    名古屋駅からは少し距離がありますが、送迎バスがあるので徒歩５分くらいの距離のホテルよりもかえっていいかも…と思いました。アメニティも充実していましたし、お部屋も落ち着いた感じでよかったです。",レジャー,家族
226,ストリングスホテル　名古屋,2018年07月,4,"
    レストランが貸切などの状況が当日に聞いてみないとわからないので、宿泊者の同線上に掲示しておくかHP上でわかりやすくしてもらえるとありがたいです。",ビジネス,一人
227,ストリングスホテル　名古屋,2018年06月,4,"
    駅から少し離れていますが、部屋もキレイで広くて快適でした。",レジャー,家族
228,ストリングスホテル　名古屋,2018年07月,5,"
    スマートツインに以前宿泊したのですが、ベッドも離れていてゆったり滞在出来ました",レジャー,家族
229,ストリングスホテル　名古屋,2018年06月,4,"
    6/25に宿泊しました。高品質のホテル、名古屋駅から遠くなければ言うことなし。",ビジネス,一人
230,ストリングスホテル　名古屋,2018年06月,4,"
    新しいため、当然に良いホテルでした。スタッフの対応も問題なし。部屋は狭かったけど、価格からいくとこんなものだと思います。ただ、立地が名古屋駅から歩きには少し遠いですね。",ビジネス,一人
231,ストリングスホテル　名古屋,2018年06月,5,"
    子供の5歳の誕生日でレゴランドへ。前日夜に宿泊。チェックアウト日が誕生日と言うことで誕生日と同じ部屋番号を用意してくれてました！部屋に入るとタオルデコレーション！子供は大喜びでした！記念になりました！朝御飯のビュッフェも美味しかったです！クロワッサンが特に美味しかった！",レジャー,家族
232,ストリングスホテル　名古屋,2018年06月,5,"
    結婚記念日に2歳の息子とレゴランドに行く前日に利用させていただきました。新幹線の見える部屋で息子もたいへん喜んでました。ホスピタリティも非常に良く満足のホテルでした。",レジャー,家族
233,ストリングスホテル　名古屋,2018年04月,4,"
    友人との利用でしたが、気持ちよく過ごせて、友人も喜んでもらえ気分よく帰ってもらえました。",レジャー,友達
234,ストリングスホテル　名古屋,2018年05月,4,"
    今回は、夫の誕生日で宿泊させて頂きました。早めに到着したのですが快くお部屋にご案内いただく事が出来ました。アウト後も車を駐車させて貰えたのでゆっくり散策できて、良い休日になりました。ありがとうございました",レジャー,家族
235,ストリングスホテル　名古屋,2018年05月,4,"
    フロントのスタッフの接客は大変良かった。お部屋の掃除もパーフェクトでした。一階ラウンジのスタッフや二階朝食バイキングのスタッフは子供嫌いな感がよく現れてた。朝食バイキングは面倒臭くさいからオムレツ作りたくない気持ちが伝わった。フレッシュフルーツも乏しく他のホテル朝食と比べるとお値段の割にお得感なく損した感が強い朝食だった。",その他,家族
236,ストリングスホテル　名古屋,2018年05月,2,"
    まず、品川のストリングスホテルと同等のホテルだと勘違いしたのがいけなかったのだとは思います。値段からしても、ちょっといいビジネスホテルと思うべきだったのでしょう。・結婚式の二次会などもやっているのでしょう。ホテルの広くはない入り口に、結婚式帰りの若者が数十人たまっていて騒がしく、とても落ち着ける環境ではなかった。・まさかお風呂に洗い場がなく、浴槽も狭いため（日本式の四角い浴槽）子供達を一人ずつ入れ替えで入れる必要があり、都度お湯を流したり、お風呂に時間が非常に取られクタクタになった。・フロントの対応が、驚くほど酷かった。メインで対応してくださった女性は全く問題なかったが、責任者と思われる男性が、こちらは気づいていないと思っているだろうが、ありえないくらい失礼であった。恐らく何が失礼なのかも気づいていないと思う。GWにしてはそれほど高くなかったので、仕方ないと言う気持ちもありますが、にしてもストリングスホテルなのにという無念さもあります。",レジャー,一人
237,ストリングスホテル　名古屋,2018年05月,3,"
    朝食の場所に着いたのが９時１０分過ぎ。店の入り口でオーダー終了時間が９時３０分と言われました。その後、フルーツを取りに行った際に別の男性スタッフに、９時３０分に終了ですと言われた。『分かってますよ』と答えましたが、はっきり言って不愉快でした。食後のデザートの為に取りに行っただけなのに…。客を急かす様な言い回しは非常に失礼な態度だと思います。オムレツを作っている調理の方の声かけも無く、ホテルには相応しく無い対応だと思った。前々から気になっていたホテルだっただけに、少し残念でした。",その他,一人
238,ストリングスホテル　名古屋,2018年03月,5,"
    すごくお洒落で部屋が広くキレイなホテルで最高でした。POLAのアメニティプレゼントが嬉しかったです！",レジャー,家族
239,ストリングスホテル　名古屋,2018年03月,5,"
    電車が大好きな息子のために予約しました。到着時は夜でしたが、それでも部屋からは近鉄・JR・あおなみ線、そして貨物列車がしっかり見えてとても良かったです。他のホテルのトレインビューも利用したことがあるのですが、部屋が高層階にあったりして電車までの距離が少し遠く感じることもありました。その点、こちらのホテルは電車が大きくはっきり見えるので子供は大興奮でした！お部屋も大変綺麗で、設備もしっかりしていて、息子のために予約したつもりでしたが親もしっかり楽しめました。朝食も大変おいしかったです。品揃え・味ともに大満足です。帰りは名古屋駅まで送迎バスを利用させていただきました。名古屋に来た際はぜひまた利用したいです。ありがとうございました。",レジャー,家族
240,ストリングスホテル　名古屋,2018年03月,5,"
    妻と観光の際に利用しました。デラックスツインで予約して、チェックインした際に部屋が空いていたのかグレードアップしてくれました。多分レジデンスという部屋だと思います。チャペルが観れる7階の部屋で景色がとてもキレイでした。室内もとても清潔感があり、お洒落な作りです。ベッドも寝心地が良かったです。部屋には電子レンジやドラム式洗濯機もありとても便利でした。スライド式の扉で普段は見えない作りになってるのも良かったです。立地もよく、少し歩けば飲食店などあり飲みに行くことができました。近くにコンビニもあります。朝食ブュッフェは種類も多くとても良かったです。名古屋でモーニングの店を探すより断然ここで食べた方が良いです。小倉トーストできるので。今度泊まる際には、夕食ブュッフェをつけたいと思いました。車で来たので駐車場料金は2000円かかりました。平日でしたが1人1万ちょっとでこのクオリティなら何度も泊まりたいです。また名古屋観光や途中の宿泊ならここにしたいと思いました。",レジャー,家族
241,ストリングスホテル　名古屋,2018年01月,5,"
    非常に綺麗なホテルで快適に過ごせました。朝食も美味しいです。",ビジネス,一人
242,ストリングスホテル　名古屋,2018年02月,5,"
    隣の市在住ですが息子家族の嫁と来月３歳になる孫娘の、誕生日プレゼントとしてのレゴランド1DAYパスポート付の宿泊です。１０ヶ月の孫も一緒なのでベッドをくっつけてほしいとコメントを書いたところ、「それは無理ですが代案を」のメールをいただきました。代案通りにおへやの用意がされており、子供用のスリッパまであったそうです。良い気分で宿泊でき、レゴランドにも楽しく行ってこられました。ありがとうございました。",レジャー,家族
243,ストリングスホテル　名古屋,2018年01月,5,"
    建物も部屋もとても綺麗でチェックアウトも鍵ボックスに返すだけで、楽でした。朝食は思ったよりも品数もあって美味しかったです。風呂にものを置けるスペースが足りなくて多少不便でしたが、アメニティは充実して快適でした。ロケーションは寒い冬には歩けない距離ですが、名古屋駅とホテルで１時間に一回シャトルバスで運行しているので、特に問題なかったです。コスパは良いところで快適に過ごせてよかったです。ありがとうございました！",レジャー,恋人
244,ストリングスホテル　名古屋,2018年01月,4,"
    家族で利用させてもらいました。スタッフのサービス、対応もよく、気持ちよく過ごすことができました。ホテルを出てすぐグローバルゲートがあるので、小さな子供がいても、外食には困らず楽しむことが出来ました。",レジャー,家族
245,ストリングスホテル　名古屋,2018年01月,4,"
    アメニティーが充実して、朝食も美味しくスタッフさんも妊娠してると気づいてくれてクッションを持ってきてくれて気遣いがよかったです！シャトルバスの乗り場がわかりずらかった。",レジャー,家族
246,ストリングスホテル　名古屋,2018年01月,4,"
    空調トラブルで１．５時間ほどロスがあった（同等の別室への案内まで）。その対応にスピードとホスピタリティが余り感じられなかった。広くてきれいな部屋で朝食も美味しかっただけに、残念に感じた。",レジャー,恋人
247,ストリングスホテル　名古屋,2018年01月,4,"
    名古屋駅から近くて良かったです！ベットも寝やすくて良かったです！エアコンがちょっと使いにくかったぐらいです、暖房を入れたのに入らなかったらり何回かやっていたら入ったけど・・・もう少し分かりやすかったら良かったのになって思いました。",レジャー,家族
248,ストリングスホテル　名古屋,2017年12月,1,"
    今回、1階にある鉄板焼「匠」の女性スタッフの対応、お店の対応が余りにも酷すぎる。当日、予約でいっぱいならメニューを外に出すな。また女性スタッフの意味のわからない断り方。費用だけ支払って急遽サーウィンストンホテルに宿泊しました。サーウィンストンホテルのスタッフの対応は素晴らしく見習っていただきたいものです。",ビジネス,恋人
249,ストリングスホテル　名古屋,2017年12月,4,"
    名駅から遠い立地は不便ですが、一応直行バスがあるのでそれ次第でしょうか。ＳＡＬＥということもありましたが費用対効果には優れていたと思います。コーヒーは普通のインスタントでしたね。",ビジネス,一人
250,ストリングスホテル　名古屋,2017年11月,4,"
    ささしまライブ駅から歩いて5分、11月16日初めて宿泊しました。翌日にこのストリングスホテル名古屋のパーティー会場で業界の全国会議が開かれるため、このホテルに決めました。設備は新しく快適にツインベッドルームを一人で使用しました。宿泊客は日本人ビジネスマン・観光客そしてアジアからの観光客の皆さんもいました。朝食ブッフェでは、和食・洋食など種類がありました。",レジャー,一人
251,ストリングスホテル　名古屋,2017年11月,4,"
    大変良かった。また宿泊したい。",ビジネス,一人
252,ストリングスホテル　名古屋,2017年11月,4,"
    素晴らしい施設でした。また宿泊したい。",ビジネス,一人
253,ストリングスホテル　名古屋,2017年11月,4,"
    夫婦、２歳子供の３人で宿泊しました。セントグレースという結婚式場が併設？されており、入り口からきらびやかな雰囲気が出ておりました！入り口に近づくと中にいる女性スタッフが自動ドアなのに、開けてくれて愛想もよく気分がよかったです。部屋は新しいのでとてもきれいでした。枕を上げるとほそーい短い毛がシーツにくっついていたりと、少々甘いところも感じましたが、アメニティもたくさんあり、お水も２本置いておいてくれ、何より新しい設備で快適でした。フロントはチェックインのときのみの対応でしたが、感じよく、子供にも優しく手を振ってくれたりしました。名古屋駅からは少し歩きます。送迎バスがあるようでしたが、結婚式用ですかね？子供がいたので抱っこしたり大変でした…。関係ないですが、名古屋周辺のエレベーターの無さにはびっくり！！！！東京や周辺の栄えているところではありえない…ベビーカーをもって出かけた際には本当に不便を感じました。小さい子供もいるのでとにかく清潔なところを希望していたので、満足いく宿泊となりました。ありがとうございます。",レジャー,家族
254,ストリングスホテル　名古屋,2017年10月,5,"
    3人で利用しました。3人分のタオルセットを、もう3組追加を希望したのですが、3人分のみしか入っていませんでした(ひとりにつき、タオルセット2組ずつほしかったです)",レジャー,仕事仲間
255,ストリングスホテル　名古屋,2017年10月,4,"
    家族４人(７歳、５歳)で利用させてもらいました。新しいホテルなので、外観内観とてもキレイでした。受付の方の対応もとてもよかった。部屋は少し狭く感じました。ご飯は美味しかったけど、スタッフが気が使えない感じで残念でした。",レジャー,家族
256,ストリングスホテル　名古屋,2017年10月,5,"
    小さな子供が居るので、事前に電話でベビーガードについて問合せた際にベビーガードの設置手配だけでなく、通常のベッドの設置位置 を教えて下さり「壁側にベッドを寄せておきましょうか？」と聞いて下さいました。また、子供は添い寝食事なしで入っていたのですが部屋には恐らく子供用にと、タオルをワンセット余分に設置して下さっていました。フロントの方も名札には研修中とありましたが、研修中だとは全く感じない応対で安心感がありました。赤ちゃんをつれての宿泊に不安もありましたが、おかげで滞在中気持ちよく安心して過ごす事が出来ました。ありがとうございました。",その他,家族
257,ストリングスホテル　名古屋,2017年09月,5,"
    新しいホテルなので綺麗なのはもちろんのこと、ゴージャスな雰囲気でとても良かったです。家族3人で利用したので、お風呂とトイレが別だったところが便利でした。無料のミネラルウォーターが置いてあったり、アメニティの歯ブラシが使い捨てではないレベルのものが置いてあったりと、細かな気配りを感じられました。朝食のバイキングは種類も豊富で、ゆたりとした席でおいしくいただけました。帰りはカードキーをエレベーター前のBOXに入れるだけでいいので、チェックアウトの手間もかからず、全てにおいて大変満足でした。",その他,家族
258,ストリングスホテル　名古屋,2017年09月,5,"
    とてもキレイで結婚式場もあるので景色も抜群だった。ただ朝食はお世辞にもおいしいとは言えず、シェフがとても無愛想だったのが残念。",レジャー,家族
259,ストリングスホテル　名古屋,2017年09月,5,"
    今回急な出張で探していたところお安い価格での宿泊プランがでていたので利用させていただきました。景色の良いお部屋をお願いしていたところ、チャペル側の最上階のお部屋を用意して頂きとても快適に過ごさせていただきました。心配していた電車の音も二重窓になっており全くと言っていいほど気になりませんでした。隣の部屋の音も防音が優れているせいかほぼ聞こえませんでした。ベッドも普通のビジネスホテルとは違いとても快適で朝までぐっすり眠れました。また利用したいと思います。",ビジネス,一人
260,ストリングスホテル　名古屋,2017年09月,4,"
    快適で立地もすばらしかったです。ただ、食事のコスパの悪さに閉口しました。朝食には手を出すべきではありません。夜にかけて、下にあるzepp名古屋の小屋から聞こえる低音ノイズにはまいりました。泊まる晩のバンドは要チェック、乗れないサウンドだとイライラします。",レジャー,家族
261,ストリングスホテル　名古屋,2017年09月,1,"
    個人的な感想としてですが、国内外、色々なホテルに宿泊しているため、厳しいかもしれませんがラグジュアリーホテルと伺い予約しましたが…わかりません…チャペルの景観は素晴らしいかと思いますが客室は結婚式場に併設されている宿泊施設、ビジネスホテルの印象です。入室してまず部屋の匂いに驚き、狭さに驚きました。ツインの部屋でもベッドがくっついている狭さ。家族ならまだ良いでしょうが他人なら気まづくないでしょうか。前夜、トラブルで就寝が遅くなってしまったことをホテル側の方はよくご存知にもかかわらず、日曜の朝だったからか？婚礼準備があるからか？朝、電話が来て朝食をせかされ、食べている途中にもせかされました。こんな経験初めてです。何から何まで驚きと後悔しかありません。",レジャー,一人
262,ストリングスホテル　名古屋,2017年09月,1,"
    テーブル、風呂場にに長く縮れた髪の毛があり、更に気持ちが萎えたのは使い捨てコンタクトレンズが乾いてカサカサになり残されていたこと。部屋に入ってすぐの事なのでとても嫌な気持ちになりました。期待したホテルだったので余計にがっかりしました。",ビジネス,家族
263,ストリングスホテル　名古屋,2017年09月,4,"
    場所が少し分かりずらかった。部屋はデスクが大きいせいか狭く感じました。スタッフの方は親切丁寧な対応でした。",レジャー,恋人
264,ストリングスホテル　名古屋,2017年08月,5,"
    夏休みの観光に2泊利用させて頂きました。名古屋城、リニア鉄道館、名古屋港水族館、科学館、レゴランドを観光しました。どこも車で20分くらいで  行けて便利でした。ホテルは新しく清潔で、広さもちょうどよくとてもくつろげました。インテリアも素敵でした。部屋からは電車や新幹線が見えるので子供も喜んでおりました。名古屋に行ったときはまた泊まりたいです。ありがとうございました！",レジャー,家族
265,ストリングスホテル　名古屋,2017年09月,5,"
    タイムセールで、お得感抜群でした。ベットなど最高です。問題は駅からの距離だけですね。バスの本数をもうちょっと増やすとか。",ビジネス,一人
266,ストリングスホテル　名古屋,2017年09月,4,"
    ベットの寝心地は良かったです。シャワーお風呂はHPも書かれてたように肌あたりが良くすべすべしたような感じがしました。駐車場→ホテルの入口が近いので便利でした。 USB電源がベットの所に直接あったので、充電するのにとても便利でした。朝食は新幹線眺めながら食べられましたし、おいしかったです。ただコーヒーメーカーの上にホコリがあり残念でした。 また機会があれば利用したいです。お世話になりました。",レジャー,家族
267,ストリングスホテル　名古屋,2017年09月,3,"
    部屋に洗濯機がありとても便利だった。近くにコンビニとゲームセンターがあり楽しめた。",レジャー,家族
268,ストリングスホテル　名古屋,2017年08月,5,"
    友人の宿泊で利用しました。豪華な設備やスタッフ皆様のサービスに大満足していました。私も近々名古屋に行く用事がありますので、是非利用させていただきます。",レジャー,一人
269,ストリングスホテル　名古屋,2017年07月,4,"
    お部屋は清潔感があって良かったです。幼児向けのアメニティもあって助かりました。もう少し広くて、メイク時用に鏡があればいいなと思いました。",レジャー,家族
270,ストリングスホテル　名古屋,2017年07月,5,"
    定宿にさせて頂いております。アクセスが名古屋駅から離れているのが、少し大変ですが、健康の為にと歩いてます。また、近くには、コンビニや映画館もあり、ふと時間が出来た際に映画館にいきました。レイトショーみて、宿泊してとても贅沢な日でした。また、朝食もホテルでつけましたが、種類も多くとてもおいしかったです。オムレツや名古屋名物のきしめん？？などもあり大満足。また、利用させて頂きます。",ビジネス,一人
271,ストリングスホテル　名古屋,2017年07月,2,"
    朝食を期待していたのですが、価格に見合っていないと感じました。パン、惣菜など全てにおいて、種類が少ないです。その場で作ってくれるオムレツも普通でした。朝食会場の冷蔵庫にフレッシュオレンジジュースとフレッシュアップルジュースと書かれていたので飲んでみたのですが、どちらもフレッシュ(生絞り)ジュースではありませんでした。以前、日本国内におけるフレッシュジュースの定義が問題になっていたかと思います。アジア以外の外国人の宿泊客も朝食会場に何人かいたので、あれをフレッシュジュースと表記しているのは止めるべきだと思います。実際には、フレッシュではないので。あの内容の朝食であの料金を取るのであれば、フレッシュオレンジジュースくらいは用意しておいて欲しいです。それがあるだけでも、全然評価が変わります。日本国内では、フレッシュオレンジジュースはとても珍しいので。あと、みそ汁は赤だしだけではなく普通の味噌汁も用意しておいて欲しいです。私は赤だしが大好物なのですが、子供たちが赤だしを飲めないので、仕方なくトマトスープを飲んでいました。部屋は普通です。トイレの壁紙が図書室みたいな感じでしたが、はっきりいって安っぽいです。ストリングスホテルに泊まりたいと思うような人は、あのような安っぽい壁紙を求めていないと思います。唯一、良かったかなと思う点は、フロント脇に電子レンジが置いてあった事です。今回は利用してませんが、ホテルに泊まる際に「電子レンジがあれば」と思う事が多々あるので良いと思います。",レジャー,家族
272,ストリングスホテル　名古屋,2017年07月,4,"
    とても綺麗で快適でした！！スタッフさん達も笑顔で対応していただきとても気持ちよく過ごさせていただきました。朝ごはんも景色を見ながらゆっくり食べれて楽しい時間を過ごせました。また、これからも利用させていただきますのでよろしくお願いします！！",レジャー,友達
273,ストリングスホテル　名古屋,2017年06月,4,"
    フロントは対応がそっけない。ささしまライブの駅までは歩けるが思ったより遠く感じた。基本的に新しくて綺麗",ビジネス,一人
274,ストリングスホテル　名古屋,2017年07月,3,"
    7月14日に宿泊しました。以前からステキなホテルだと思っていたので泊まるのを楽しみにしておりました。お部屋は広くてキレイでしたし、ベッドの寝心地も良く、お風呂も快適でした。今回朝食を楽しみにしていたのですが、これは少々残念でした。ライブキッチン？誰に頼めばオムレツが作ってもらえるのかわかりにくかったですし、声をかけにくい雰囲気でもありました。品数も少なかったです。パンは充実していました。名古屋駅までの送迎バスですが、バスに近付くと満員なので次は30分後と言われました。まだ玄関には結婚式後？のような人がたくさんおられ、乗れないと思ったので歩きました。名古屋駅までは歩ける距離ですが、人が多いときは増便されたら良いのではないでしょうか？結婚式などは事前に了解者がある程度把握できると思いますので。",レジャー,一人
275,ストリングスホテル　名古屋,2017年06月,5,"
    ゆったりとした時間を過ごしたいと思い、こちらを選んで大正解でした。お部屋は品よくシンプルな内装でしたし、お風呂もゆったり。景色を見ながらの朝食はどのメニューも美味しくいただきました。お部屋にあったグラスの形がとても素敵で、ロックで愉しむお酒がより美味しく感じました。お部屋の照明の調節がもう少しできると、より雰囲気が良くなるように思いました。また泊まりたいです。",レジャー,家族
276,ストリングスホテル　名古屋,2017年06月,5,"
    朝のブッフェはたくさんの種類があって美味しかった。立地は最初から名古屋駅から少し歩く事が分かっていたため気にならなかったし、大丈夫。部屋もコスパで考えたらもう充分。大変満足な滞在でした。",その他,恋人
277,ストリングスホテル　名古屋,2017年06月,2,"
    外観、サービスはいわゆるラグジュアリーホテルの形をとっているようでしたが、残念ながら、所々ビジネスホテルの色が浮き出てました。特にこのクラスであり得ないのは、シャンプー、リンスが使い切りのミニボトルではなく、据え置きボトルだったことでしょうか。前に泊まった人の名残りを感じてしまうあれは、格安ビジネスの定番と思ってましたが、まさか、という感じ。あとは朝食。やはり、レストラン外観とサービスはそれなりでしたが、ビュッフェのバラエティはビジネスクラス。ガッカリでしたね。",ビジネス,一人
278,ストリングスホテル　名古屋,2017年07月,5,"
    ライブのため利用させていただきました。目の前という立地とアクセスの良さに加え設備も整っておりコンビニはありませんでしたが道路挟んで5分もかからない所にあるため不便さは感じませんでした。コインランドリーはフロントに言えば使えて大満足でした。また利用させていただきたいなと思っております",レジャー,一人
279,ストリングスホテル　名古屋,2017年06月,3,"
    掃除が行き届いていない。椅子やテーブルに全客かスタッフか分からないが、飲み物か何か溢したあとがあり不快。",ビジネス,仕事仲間
280,ストリングスホテル　名古屋,2017年06月,5,"
    ライブ終わりで利用させていただきました。高級感のある内装と清潔な室内で心地よく過ごせました。また、疲れた身体にも優しい適度なスプリングのベッドにも休まりました。すぐ目の前に電車、新幹線が数分おきに通りますが、二重窓のため気にならずストレスフリーです。朝食も美味しく大満足です。また機会がありましたら是非利用させていただきます。",レジャー,家族
281,ストリングスホテル　名古屋,2017年03月,4,"
    綺麗なホテルで快適に過ごせました。",ビジネス,一人
